id;click;hour;C1;banner_pos;site_id;site_domain;site_category;app_id;app_domain;app_category;device_id;device_ip;device_model;device_type;device_conn_type;C14;C15;C16;C17;C18;C19;C20;C21;ml_feature_1;ml_feature_2;ml_feature_3;ml_feature_4;ml_feature_5;ml_feature_6;ml_feature_7;ml_feature_8;ml_feature_9;ml_feature_10;day_of_week;time_of_day
1.1048486714078308e+19;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;5e3f096f;2347f47a;0f2161f8;a99f214a;78e3af7f;e8d6bd6d;1;0;18993;320;50;2161;0;35;100037;157;-0.05141411254436699;C;6.227359131640977;1;0.9204053401366186;0.44907795329218575;Z;-0.45455704398057795;-1.1769936771806215;0.5726464353174622;5;день
1.108647242792306e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;f08ee487;d787e91b;1;0;20352;320;50;2333;0;39;-1;157;-0.23592219383563356;B;5.419618141627009;1;-1.3842682750360547;0.9989544173161027;Z;-0.6460618136861622;-0.3810661219711865;0.11160752234504394;6;день
1.11401898350341e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;279ecf15;07df03b2;1;0;18993;320;50;2161;0;35;-1;157;1.2873039056365843;E;-0.6174720483343936;0;-2.4648065152824956;0.9273571649154511;Y;0.21812763944208902;-0.6834787556161811;-0.2942780647308192;4;день
1.1164603550207807e+19;0;14102100;1005;1;85f751fd;c4e18dd6;50e219e0;cf0327f9;2347f47a;0f2161f8;64c873f6;7b9ad1dd;65917667;1;0;16070;300;50;1784;2;175;-1;95;1.7007554963748466;E;8.03179354286592;1;0.5238541971977836;-0.9855921197774223;X;0.13932591848814524;-0.2848794430043376;0.18248567224374185;5;день
1.1656593017056346e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;e431a9ea;d787e91b;1;0;20366;320;50;2333;0;39;-1;157;1.2144604152403744;B;7.822048214696139;0;0.6213673328953273;0.8697974157575393;Z;0.8464700135643597;0.8675164902889498;0.2155089439489786;6;день
1.1715363459739814e+19;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;f9efa0f0;5096d134;1;0;15701;320;50;1722;0;35;-1;79;-0.35389541644269784;D;-1.5653475122572615;1;0.4796829170783147;-0.9999940705287028;X;1.021148264791644;0.4743858801244143;0.22915857927934263;4;день
1.186515370124808e+19;1;14102100;1005;1;d9750ee7;98572c79;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;41275345;8a4875bd;1;0;15699;320;50;1722;0;35;100084;79;-0.747515021111435;C;1.673000466065833;1;0.5017764329789791;-0.9556398154441602;X;-0.04589416210676267;-0.26654779147811036;0.06811176775285047;5;день
1.197677493861723e+18;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;95b5e741;c6824def;cef3e649;a99f214a;fffffaa3;35e87701;1;0;20984;320;50;2371;0;551;100217;46;-0.7371351870841708;D;-3.598541523466066;1;0.8050289345654187;-0.4275170342821213;Z;-0.514263563881207;0.04194867817617804;-0.3836983579427245;6;день
1.198962453202388e+18;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;e6e2dd09;ecb851b2;1;0;15708;320;50;1722;0;35;100084;79;2.9549632539143484;D;-6.714817350980016;1;-1.1329555678710643;-0.8818953383009287;Y;-0.25051208917245293;0.016066765264888705;0.36675093910188994;0;день
1.2240825803459656e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;6902cee6;3421dfe4;1;0;20362;320;50;2333;0;39;-1;157;-0.3322597351943546;E;5.282654655556785;0;0.7538859763322385;-0.48506028104193316;X;0.5089682631889594;-0.3049732225197535;0.2996835201923748;4;день
1.2714633593340465e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;6b9769f2;7dc3b26e;1;0;15703;320;50;1722;0;35;-1;79;0.033889375337122433;C;6.912125869005347;1;1.3913460058460396;0.8460269790848829;Y;-0.03170368340650542;0.5319291525287523;0.18083554474442767;5;день
1.2747351786087553e+19;0;14102100;1005;1;e151e245;7e091613;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;19bbec91;d787e91b;1;0;20633;320;50;2374;3;39;-1;23;0.6301764711152601;A;5.886078593709305;0;0.04097312949773726;0.07370792125240816;Z;-0.7253329676838536;0.31864515998094256;-0.378764004316483;6;день
1.278792132538963e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;eb49d744;f87e93a5;1;0;15702;320;50;1722;0;35;100084;79;-0.6239109250914918;E;-8.987626858412778;0;2.8702801517694034;-0.5258061544991114;X;0.7326601065549299;-0.24293962729557123;0.5260004133892282;4;день
1.2846292123657884e+19;0;14102100;1005;1;5114c672;3f2f3819;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;5b7155ca;bfa15b14;1;0;19772;320;50;2227;0;687;100081;48;-1.5803710115982916;C;-6.354736007973083;1;-1.5898412175555923;0.1298202820053472;Z;0.7048579005715647;-0.34502117213347505;-0.1884728053041369;5;день
1.2863748528678306e+19;0;14102100;1005;1;0eb72673;d2f72222;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;c6912428;be6db1d7;1;0;19950;320;50;1800;3;167;100077;23;0.41379942514848966;D;8.302721605684344;1;-0.4493657779242258;-0.8299245723166241;Y;0.18079238377588913;0.08046372789999943;0.034734515293194414;6;день
1.2985910228125133e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;488a9a3e;ef726eae;1;0;15705;320;50;1722;0;35;-1;79;-1.5332070165892502;D;-4.871493507504661;0;-2.85451434731041;-0.5896159921258111;X;-0.701329157436456;-0.1309934376122705;-0.14499537943202648;4;день
1.3455216257916922e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;460ec17a;0a3aa014;1;0;20352;320;50;2333;0;39;-1;157;0.11700606623311981;E;-0.49010706584659935;0;1.2393874090726338;-0.2747071536554456;Z;0.21723182682172681;0.058959648441205485;-0.007287885329789602;5;день
1.3528689859352269e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;676617bf;7dc3b26e;1;0;15707;320;50;1722;0;35;-1;79;-1.0839878445864353;E;2.8329707013810594;1;-0.4840768648174127;0.18196548630147477;Y;0.7620450716979943;0.384987529327766;0.34230721073509224;6;день
1.3616216944634542e+19;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;a0fc55e5;2347f47a;0f2161f8;efd5dc79;101b9b37;109f35ad;1;0;20015;300;250;2284;3;39;-1;23;1.381429237753354;D;-6.978238644895914;0;0.8606831944787036;0.04437446847396742;X;-0.07985895095769258;-0.04157954584237033;0.31671958433266567;0;день
1.3657252626625251e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;ceffea69;7fdd04d2;1;0;15705;320;50;1722;0;35;-1;79;1.2002525986845767;E;4.501474962777419;1;0.259404965641261;0.9994668598848025;Y;-0.9848178294057568;-0.0015921970050866154;0.4812716911249222;4;день
1.382605243708503e+19;0;14102100;1005;0;d9750ee7;98572c79;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;767c8d37;fa374547;1;2;18093;320;50;2060;3;39;100151;23;-0.2186311952856421;D;7.799258337995617;0;0.6299758886172251;-0.997396890015435;Y;-0.3044730466874319;0.24515029889577278;0.1084725765108304;5;день
1.4044550026397784e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;8e34e07f;8a4875bd;1;0;15704;320;50;1722;0;35;-1;79;0.26661792354420333;C;4.7990682954665065;1;0.5475722554616342;-0.6305324604329565;X;0.5676728578530283;0.26661486343856033;-0.028157168486269438;6;день
1.4098280675791357e+18;0;14102100;1005;1;c63170c5;a9bba545;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;1fbf94e7;88fe1d5d;1;0;19772;320;50;2227;0;687;100077;48;1.054921778272612;E;-9.331725920687909;0;0.4417250278072022;0.06592200462355399;X;-0.8726514413048978;0.07582539205718844;-0.004512355850470054;4;день
1.4214769367669506e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;9d2dd736;5096d134;1;0;15701;320;50;1722;0;35;100084;79;-0.4069988207957286;C;6.686933757929129;1;0.24076753695610947;-0.1380818759891291;Z;0.9676065108136878;0.7620345642449831;0.2580389591078285;5;день
1.4285764902115287e+19;0;14102100;1005;1;e151e245;7e091613;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;4955bcf4;00b1f3a7;1;0;17264;320;50;1872;3;39;-1;23;-0.8232117472713275;C;1.3578163364988356;0;-1.6356891770388697;0.4128459549079101;X;-0.4418506090203467;-0.4749154546248722;0.28485578213679597;6;день
1.4439877811601947e+19;0;14102100;1005;0;518d6168;92c9e92d;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;48027191;cdfde03b;1;0;18993;320;50;2161;0;35;-1;157;1.328475575471722;A;7.110130650800876;1;0.8032317168965476;0.20333858068663976;X;0.3300673827645255;0.03836619087930375;-0.33348127181943793;4;день
1.4441610229933871e+19;1;14102100;1005;1;d9750ee7;98572c79;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;f1783ce6;e9b8d8d7;1;0;17614;320;50;1993;2;1063;100083;33;0.12443885933189813;B;8.848026270917948;0;-0.13946439946448289;-0.13844485198571738;X;-0.1913900448909297;1.444612970012926;0.32012076331912015;5;день
1.450782354038744e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;08bbf03f;49ea3580;1;0;15701;320;50;1722;0;35;100084;79;0.41827613350253;A;8.466077455106646;0;1.7757571683842153;0.8689455720199549;Z;0.5768321290665464;-0.4618917952108971;-0.019353906570899707;6;день
1.4551505325389281e+19;1;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;d1763ed2;2347f47a;0f2161f8;d533161f;d0e4d5b8;1f0bc64f;1;2;452;320;50;122;3;1319;100130;15;0.7196921628894711;A;-9.10118784089339;0;1.4095957457000945;0.18562684273395033;Z;-0.430543843833075;-0.053474055230057965;0.20198220833607364;0;день
1.4719309321876365e+19;0;14102100;1005;1;5b4d2eda;16a36ef3;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;f9e096ee;8a4875bd;1;0;20366;320;50;2333;0;39;100075;157;0.273970725904711;D;-9.680090296727421;0;-0.7326533390345716;0.9988546158398619;X;-0.8113206296559645;-0.12396095345856947;0.17059499915565945;1;день
1.4737013034821743e+19;0;14102100;1005;0;12fb4121;6b59f079;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;56a55c7b;be74e6fe;1;0;16615;320;50;1863;3;39;100119;23;-0.563698130371002;E;4.19809908043532;1;-0.6612830025712175;0.014965879668289694;Y;-0.46233400447559836;0.6249650062563445;-0.03653735560597867;2;день
1.4747262732324704e+19;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;bbcfa7a2;b9528b13;cef3e649;fb119767;55255a05;5e12edef;1;2;18993;320;50;2161;0;35;100128;157;1.1824570948991096;C;-5.01901876088795;1;0.8573480057509524;0.25401704104392225;X;0.4967350013197538;-0.41611110314843963;0.4124868463205545;3;день
1.4785029987121152e+19;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;693bff3e;1f0bc64f;1;0;15703;320;50;1722;0;35;-1;79;1.340589638058736;D;-7.646070916730807;1;0.3782859943758605;-0.025122607634521663;Z;1.068202173565206;0.6939883558088122;0.1569668979165337;4;день
1.4920914732078526e+19;1;14102100;1005;0;f282ab5a;61eb5bc4;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;ebba5b0b;3bd9e8e7;1;0;18993;320;50;2161;0;35;-1;157;-1.105691397906091;E;-4.6704108148420005;1;-0.43064984770557047;-0.8517744383998103;Y;-0.4928012651322021;-0.5694435559832878;0.3849294513780867;5;день
1.5289189439870358e+19;0;14102100;1005;1;e151e245;7e091613;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;3d36945f;df36cdb8;1;0;17037;320;50;1934;2;39;-1;16;0.793794791750435;D;7.105677349148081;0;0.78675054711423;0.7366118907695687;Y;-0.9530271955930842;-0.2324383277093131;-0.09694502969507968;5;день
1.5339258967747052e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;c1e5b249;36d749e5;1;0;15701;320;50;1722;0;35;-1;79;1.6090353617362996;D;-7.830480330774526;1;0.26428299181954473;-0.017790843769561984;Y;-0.7933726648490771;-0.10887705090248696;-0.30708932664623717;6;день
1.536060996588535e+19;1;14102100;1005;1;d9750ee7;98572c79;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;ac77b71a;cd5b1559;1;2;17614;320;50;1993;2;1063;-1;33;-2.9066101444086825;D;-6.036198000436803;1;1.7851474827168226;0.13979000736860808;Y;0.6735103443159199;0.2027283775634642;0.1620151144511839;0;день
1.5543157718492703e+19;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;1779deee;2347f47a;f95efa07;a99f214a;327fec49;2891f384;1;0;18993;320;50;2161;0;35;100160;157;0.5364413954154361;B;-4.515275299194588;1;-1.1684969503019496;0.12078032470739918;X;-0.1776089430747383;-0.1294441035537531;-0.012309491724127234;4;день
1.5720404432202439e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;654b8bfa;d18e3b74;1;0;20362;320;50;2333;0;39;-1;157;2.022894195549237;B;4.291410036211511;1;-0.8568264210438868;-0.37501185939978393;X;0.7387342074544607;-0.6114257144894543;-0.09129341150286382;5;день
1.5837041564577458e+19;0;14102100;1005;0;3e81fcf1;86ae6c2c;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;a5d389dc;be6db1d7;1;0;20366;320;50;2333;0;39;-1;157;0.04162660899784097;B;7.229827515849006;1;1.0999549247289846;-0.8254515844711423;Z;-0.2274085833018975;0.7878637536927967;-0.08559888073091411;6;день
1.5873514029554246e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;07d8f1c8;375c3d47;1;0;15701;320;50;1722;0;35;100084;79;1.3230232185391362;A;-6.28602790668197;1;0.6475671359610069;-0.5347992367609932;Y;0.04299056175665328;-0.20932498462540064;-0.2520876575895908;4;день
1.5939793540796861e+18;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;39947756;2347f47a;cef3e649;58d0a134;f70f8c41;18f88d6a;1;3;1276;320;50;196;3;303;-1;15;-0.019984864791324136;B;-8.303671883269777;0;1.6815458522411473;-0.6334615006788478;X;-0.008447328966495027;-0.4807571877818024;0.08028661520557624;5;день
1.6263381083960285e+19;0;14102100;1010;1;85f751fd;c4e18dd6;50e219e0;c9d8ce69;7801e8d9;cef3e649;18feb402;1d0020f1;5db079b5;5;0;11993;320;50;1248;2;39;-1;13;-0.7858214459057232;D;1.5734407280325833;1;-0.7373418387803202;0.9993993988408724;X;0.8140313058090607;-0.18334001841305714;0.10114645544169999;6;день
1.627097393847538e+19;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;63405f02;d787e91b;1;0;15701;320;50;1722;0;35;-1;79;0.06021641846703801;C;-7.773920619734036;1;-1.7596618523727325;0.194706015627406;Y;0.7907744270537737;0.8594099659143977;0.36797541754807855;4;день
1.6327530717407508e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;2d35b5df;7e752449;1;2;15702;320;50;1722;0;35;-1;79;0.20506760902588997;B;-7.922320769331153;0;0.7848954763372298;-0.41847659749798694;Z;0.9412962473874622;-0.13539774731584744;0.23580170878898535;5;день
1.6350888384127506e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;bb7c69d1;c6263d8a;1;0;20362;320;50;2333;0;39;-1;157;1.1092588779329198;B;5.65104919728013;0;-0.6554156713382026;-0.15307603695682315;Z;-0.18740505076346925;-0.6519205605796078;-0.2221327458745582;6;день
1.6407952843628116e+19;0;14102100;1005;0;da79c793;71ed77a0;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;a0e0037b;eefb45ad;1;0;20596;320;50;2161;0;35;-1;157;0.3805361978879695;D;6.354196148279911;0;2.744984190498325;0.19049678115263172;X;-0.15820869066181098;-0.3883697275431792;-0.29717710695168703;0;день
1.641917930335794e+19;0;14102100;1005;0;cd58172f;b9c4ab81;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;0f8eb85f;8d96a23d;1;2;21399;320;50;1401;0;43;100101;94;-0.4855456058270012;A;8.235802978643335;1;1.7185065879873613;0.5447297743121663;Y;0.26793905645027927;-0.49021111910035875;0.414633980701152;4;день
1.671036302977314e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;16ce68dc;76dc4769;1;0;15707;320;50;1722;0;35;-1;79;-0.8889286995314548;A;-6.849908111710583;0;-0.5028220817685148;0.9143241369458366;X;-0.11401148769150415;0.35091613933155436;-0.12638840395676715;5;день
1.6949418938695626e+18;1;14102100;1005;0;1b171d6d;272c5d9d;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;7e028399;a0f5f879;1;0;15908;320;50;1752;3;297;100081;82;-0.8523947256036144;E;0.6687062576383305;0;0.9086499236982436;-0.43019632804404645;X;-0.2928873927450789;0.13150835983485737;-0.47289220491164263;6;день
1.7024348102536884e+19;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;1779deee;2347f47a;f95efa07;a99f214a;89994c72;4f3e064a;1;0;18993;320;50;2161;0;35;-1;157;-0.2367563327773355;A;2.848505558871416;1;-1.6928673228942346;0.9689464125765366;Y;-0.3188706674324957;-0.28700783957531756;0.2845887452602713;4;день
1.7080874711304522e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;0489ce3f;a0f5f879;1;0;15702;320;50;1722;0;35;-1;79;-0.7769543747548978;A;5.02112924754414;0;-0.5641143601785018;-0.9952771980843487;X;0.11579378683168895;0.7578750816497098;-0.3315378011718782;5;день
1.7283995997993783e+19;0;14102100;1005;0;543a539e;c7ca3108;3e814130;ecad2386;7801e8d9;07d7df22;a99f214a;54c664bf;d787e91b;1;0;20366;320;50;2333;0;39;-1;157;0.26009002103544493;E;-3.103641461509623;1;-0.5518017044408958;-0.6551882346767375;X;-0.05831150625512738;0.05966686564539698;-0.09256827503824451;6;день
1.7327110920245828e+19;0;14102100;1010;1;85f751fd;c4e18dd6;50e219e0;c7f29df3;7801e8d9;0f2161f8;50c4ddcc;5252902e;7abbbd5c;4;0;21665;320;50;2493;3;35;100050;117;-0.9596204614296254;E;8.42081169549759;0;0.3576910840008983;0.38686714044260245;X;0.4449781477414083;-0.1321106218241684;-0.5686835380649014;4;день
1.7394754034250367e+19;0;14102100;1005;0;f282ab5a;61eb5bc4;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;5b8b981d;7abbbd5c;1;0;18993;320;50;2161;0;35;-1;157;-0.29180421185296207;E;7.3800575968375846;0;0.34219804390479197;0.9681101696539476;X;-0.3287243773052646;0.2347373202027839;-0.23323369680138362;5;день
1.742635973772666e+19;0;14102100;1005;0;54e6fb06;91dd76e0;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;f43c2dd1;c6263d8a;1;0;17914;320;50;2043;2;39;-1;32;-1.5705111212427474;B;-6.334777224389347;1;-1.3952905560112736;-0.7172320116068622;Y;0.38242385779306987;0.004417541608791692;0.2285555401417659;6;день
1.7578437387602252e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;a1ec883b;158e4944;1;0;15701;320;50;1722;0;35;-1;79;-0.5884150220579709;D;-5.795802505840706;0;0.25188270963540366;-0.5983504561488786;X;-0.23365857389644096;0.17424284857261382;0.028733587838027565;0;день
1.7623407088629182e+19;0;14102100;1005;1;e151e245;7e091613;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;e821ba52;05e70df4;1;0;20359;216;36;2333;0;39;-1;157;1.0319994969504573;A;-1.472831889421787;1;0.0061430878230493875;-0.013873799833033405;Z;0.5019409584784711;0.17253123969109976;0.15645473311976923;4;день
1.7771517542634557e+18;0;14102100;1005;1;070ca277;6087b30a;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;75fd2084;be6db1d7;1;0;18993;320;50;2161;0;35;100130;157;0.9538918429655405;A;9.236498483460803;0;1.3594144268589932;0.2623435659530766;Y;0.4688490944868;-0.3297565681578923;-0.32291424602146274;5;день
1.7792441093096188e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;3ec1b4e8;d787e91b;1;0;15706;320;50;1722;0;35;100084;79;-0.0645997192323979;D;6.57820014589354;0;-1.5051193595543326;0.3637199079242005;Y;0.21344937685211574;0.582985343341648;0.47573938696211976;6;день
1.7836143418500968e+19;0;14102100;1005;1;0eb72673;d2f72222;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;75d770e4;fce66524;1;0;16615;320;50;1863;3;39;-1;23;-1.5202427585959144;D;6.315365726731294;1;-0.10414601280192153;0.3283143031785973;Y;-0.5545482306212661;0.5188680305805765;0.412794084723406;4;день
1.7847863534239975e+19;0;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;e5e62511;4ea23a13;1;0;15706;320;50;1722;0;35;-1;79;-0.7926340289021911;E;-3.187796123197238;0;0.9492426655426673;0.14443740494054322;X;0.2792410922181845;0.335614320654867;-0.01377140930838992;5;день
1.796835515885299e+19;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;597b79c9;c6263d8a;1;0;15699;320;50;1722;0;35;-1;79;-0.2282565548301885;B;9.499579256019462;0;0.9185862858909631;0.9972645020273115;Y;0.6376086845437002;0.2893653879542093;0.40757079449440514;6;день
1.8027297830869836e+19;1;14102100;1005;0;1fbe01fe;f3845767;28905ebd;ecad2386;7801e8d9;07d7df22;a99f214a;0489ce3f;e9b8d8d7;1;0;15702;320;50;1722;0;35;-1;79;0.7103437093672045;D;-1.3653438681847607;0;1.1721898391509196;0.4511479061469873;Y;1.1168000628985983;0.19078558423835973;0.34934333522065075;4;день
1.835224992316416e+19;1;14102100;1005;1;d9750ee7;98572c79;f028772b;ecad2386;7801e8d9;07d7df22;a99f214a;f750fc60;311da669;1;0;17753;320;50;1993;2;1063;-1;33;1.0333339746414716;A;4.551628271328227;1;0.4017349854907738;-0.7683148067206063;Y;-0.8575505358200225;-0.1469410764059125;0.20003542032723623;5;день
1.8459449199474056e+18;0;14102100;1005;0;85f751fd;c4e18dd6;50e219e0;0acbeaa3;45a51db4;f95efa07;a99f214a;ab5b1fd8;c91cf4fa;1;0;20596;320;50;2161;0;35;100034;157;-0.49496622362805426;D;0.46378504083723904;1;-0.8842896459005016;-0.6441463838030368;X;0.562150945473681;-0.5953398669365919;-0.05369480877624582;6;день
